case_id,alpha_deg,material_index,sigma_prime,d_over_l,delta_prime,J_prime
alpha10_material2,10,2,0.2525,0.014304857172671,0.0455448632140246,0.0223230664455763
alpha10_material2,10,2,0.255,0.0144674657215495,0.0460625883493899,0.0225768209149441
alpha10_material2,10,2,0.2575,0.0146303092213687,0.0465810615389532,0.0228309420307872
alpha10_material2,10,2,0.26,0.0147933857255329,0.0471002765849985,0.023085426755397
alpha10_material2,10,2,0.2625,0.0149566933221505,0.0476202274003038,0.0233402721052216
alpha10_material2,10,2,0.265,0.0151202301330904,0.0481409080051368,0.0235954751493935
alpha10_material2,10,2,0.2675,0.0152839943130732,0.0486623125243602,0.0238510330083106
alpha10_material2,10,2,0.27,0.0154479840487943,0.0491844351846401,0.0241069428522682
alpha10_material2,10,2,0.2725,0.0156121975580787,0.0497072703117563,0.0243632019001404
alpha10_material2,10,2,0.275,0.0157766330890658,0.0502308123280051,0.0246198074181074
alpha10_material2,10,2,0.2775,0.0159412889194225,0.0507550557496954,0.0248767567184282
alpha10_material2,10,2,0.28,0.0161061633555842,0.0512799951847301,0.0251340471582549
alpha10_material2,10,2,0.2825,0.016271254732021,0.0518056253302721,0.025391676138489
alpha10_material2,10,2,0.285,0.0164365614105297,0.0523319409704886,0.0256496411026758
alpha10_material2,10,2,0.2875,0.0166020817795493,0.0528589369743732,0.0259079395359368
alpha10_material2,10,2,0.29,0.0167678142535003,0.0533866082936394,0.0261665689639373
alpha10_material2,10,2,0.2925,0.0169337572721443,0.0539149499606854,0.0264255269518889
alpha10_material2,10,2,0.295,0.0170999092999666,0.0544439570866256,0.0266848111035846
alpha10_material2,10,2,0.2975,0.0172662688255775,0.0549736248593857,0.0269444190604653
alpha10_material2,10,2,0.3,0.017432834361134,0.0555039485418606,0.0272043485007168
alpha10_material2,10,2,0.3025,0.0175996044417792,0.0560349234701311,0.0274645971383956
alpha10_material2,10,2,0.305,0.0177665776251005,0.0565665450517368,0.0277251627225827
alpha10_material2,10,2,0.3075,0.0179337524906041,0.0570988087640044,0.0279860430365642
alpha10_material2,10,2,0.31,0.0181011276392064,0.0576317101524282,0.0282472358970372
alpha10_material2,10,2,0.3125,0.0182687016927413,0.0581652448291006,0.028508739153341
alpha10_material2,10,2,0.315,0.0184364732934822,0.0586994084711914,0.0287705506867113
alpha10_material2,10,2,0.3175,0.0186044411036792,0.0592341968194734,0.0290326684095579
alpha10_material2,10,2,0.32,0.0187726038051101,0.0597696056768928,0.0292950902647638
alpha10_material2,10,2,0.3225,0.0189409600986445,0.0603056309071829,0.0295578142250058
alpha10_material2,10,2,0.325,0.0191095087038221,0.0608422684335186,0.0298208382920952
alpha10_material2,10,2,0.3275,0.0192782483584421,0.0613795142372118,0.030084160496338
alpha10_material2,10,2,0.33,0.0194471778181655,0.0619173643564441,0.0303477788959138
alpha10_material2,10,2,0.3325,0.019616295856129,0.062455814885037,0.0306116915762737
alpha10_material2,10,2,0.335,0.0197856012625698,0.0629948619712584,0.0308758966495542
alpha10_material2,10,2,0.3375,0.0199550928444614,0.0635345018166622,0.0311403922540095
alpha10_material2,10,2,0.34,0.0201247694251598,0.0640747306749616,0.0314051765534588
alpha10_material2,10,2,0.3425,0.0202946298440593,0.064615544850935,0.0316702477367497
alpha10_material2,10,2,0.345,0.0204646729562588,0.0651569406993612,0.031935604017237
alpha10_material2,10,2,0.3475,0.0206348976322368,0.0656989146239862,0.0322012436322759
alpha10_material2,10,2,0.35,0.0208053027575356,0.0662414630765166,0.0324671648427287
alpha10_material2,10,2,0.3525,0.020975887232454,0.0667845825556426,0.0327333659324859
alpha10_material2,10,2,0.355,0.0211466499717487,0.0673282696060866,0.032999845208
alpha10_material2,10,2,0.3575,0.021317589904344,0.0678725208176777,0.0332666009978317
alpha10_material2,10,2,0.36,0.0214887059730483,0.0684173328244518,0.033533631652209
alpha10_material2,10,2,0.3625,0.0216599971342796,0.0689627023037751,0.0338009355425975
alpha10_material2,10,2,0.365,0.0218314623577974,0.0695086259754911,0.0340685110612825
alpha10_material2,10,2,0.3675,0.0220031006264414,0.0700551006010903,0.0343363566209617
alpha10_material2,10,2,0.37,0.0221749109358784,0.0706021229829016,0.0346044706543491
alpha10_material2,10,2,0.3725,0.022346892294354,0.0711496899633046,0.034872851613789
alpha10_material2,10,2,0.375,0.0225190437224524,0.0716977984239623,0.0351414979708798
alpha10_material2,10,2,0.3775,0.0226913642528612,0.072246445285074,0.0354104082161077
alpha10_material2,10,2,0.38,0.0228638529301427,0.0727956275046464,0.0356795808584896
alpha10_material2,10,2,0.3825,0.023036508810511,0.073345342077784,0.0359490144252255
alpha10_material2,10,2,0.385,0.0232093309616145,0.073895586035997,0.0362187074613588
alpha10_material2,10,2,0.3875,0.0233823184623241,0.0744463564465264,0.0364886585294459
alpha10_material2,10,2,0.39,0.0235554704025266,0.0749976504116862,0.0367588662092335
alpha10_material2,10,2,0.3925,0.023728785882923,0.0755494650682217,0.0370293290973445
alpha10_material2,10,2,0.395,0.023902264014832,0.0761017975866836,0.0373000458069707
alpha10_material2,10,2,0.3975,0.0240759039199981,0.0766546451708171,0.0375710149675739
alpha10_material2,10,2,0.4,0.0242497047304046,0.0772080050569663,0.0378422352245933
alpha10_material2,10,2,0.4025,0.0244236655880908,0.0777618745134927,0.0381137052391614
alpha10_material2,10,2,0.405,0.024597785644974,0.0783162508402073,0.0383854236878249
alpha10_material2,10,2,0.4075,0.0247720640626751,0.078871131367817,0.0386573892622736
alpha10_material2,10,2,0.41,0.024946500012349,0.0794265134573832,0.0389296006690751
alpha10_material2,10,2,0.4125,0.0251210926745184,0.0799823944997938,0.0392020566294159
alpha10_material2,10,2,0.415,0.0252958412389121,0.0805387719152471,0.0394747558788486
alpha10_material2,10,2,0.4175,0.0254707449043065,0.0810956431527479,0.0397476971670449
alpha10_material2,10,2,0.42,0.0256458028783709,0.0816530056896155,0.0400208792575543
alpha10_material2,10,2,0.4225,0.0258210143775167,0.0822108570310021,0.040294300927568
alpha10_material2,10,2,0.425,0.0259963786267494,0.0827691947094233,0.0405679609676892
alpha10_material2,10,2,0.4275,0.0261718948595247,0.0833280162842983,0.0408418581817073
alpha10_material2,10,2,0.43,0.0263475623176073,0.0838873193415013,0.0411159913863782
alpha10_material2,10,2,0.4325,0.0265233802509329,0.0844471014929221,0.0413903594112089
alpha10_material2,10,2,0.435,0.0266993479174735,0.0850073603760372,0.0416649610982472
alpha10_material2,10,2,0.4375,0.0268754645831057,0.0855680936534901,0.0419397953018764
alpha10_material2,10,2,0.44,0.0270517295214815,0.0861292990126807,0.0422148608886135
alpha10_material2,10,2,0.4425,0.0272281420139028,0.0866909741653638,0.0424901567369126
alpha10_material2,10,2,0.445,0.0274047013491972,0.0872531168472569,0.042765681736973
alpha10_material2,10,2,0.4475,0.027581406823598,0.0878157248176553,0.04304143479055
alpha10_material2,10,2,0.45,0.027758257740626,0.0883787958590567,0.0433174148107713
alpha10_material2,10,2,0.4525,0.0279352534109737,0.088942327776793,0.0435936207219565
alpha10_material2,10,2,0.455,0.0281123931523925,0.0895063183986707,0.0438700514594404
alpha10_material2,10,2,0.4575,0.0282896762895818,0.0900707655746177,0.0441467059694006
alpha10_material2,10,2,0.46,0.0284671021540808,0.0906356671763392,0.0444235832086885
alpha10_material2,10,2,0.4625,0.0286446700841624,0.0912010210969792,0.044700682144663
alpha10_material2,10,2,0.465,0.0288223794247292,0.0917668252507901,0.0449780017550294
alpha10_material2,10,2,0.4675,0.0290002295272119,0.0923330775728091,0.04525554102768
alpha10_material2,10,2,0.47,0.0291782197494696,0.0928997760185402,0.0455332989605388
alpha10_material2,10,2,0.4725,0.0293563494556921,0.0934669185636445,0.0458112745614091
alpha10_material2,10,2,0.475,0.0295346180163048,0.0940345032036349,0.0460894668478247
alpha10_material2,10,2,0.4775,0.0297130248078743,0.0946025279535786,0.0463678748469033
alpha10_material2,10,2,0.48,0.0298915692130172,0.0951709908478044,0.0466464975952034
alpha10_material2,10,2,0.4825,0.03007025062031,0.0957398899396169,0.0469253341385844
alpha10_material2,10,2,0.485,0.030249068424201,0.0963092233010156,0.0472043835320684
alpha10_material2,10,2,0.4875,0.0304280220249236,0.0968789890224198,0.0474836448397059
alpha10_material2,10,2,0.49,0.0306071108284124,0.0974491852123994,0.0477631171344434
alpha10_material2,10,2,0.4925,0.0307863342462193,0.0980198099974103,0.0480427994979941
alpha10_material2,10,2,0.495,0.0309656916954328,0.0985908615215352,0.0483226910207106
alpha10_material2,10,2,0.4975,0.0311451825985977,0.09916233794623,0.0486027908014607
alpha10_material2,10,2,0.5,0.0313248063836373,0.0997342374500742,0.0488830979475051
alpha45_material1,45,1,-0.5,0.147434361702781,0.145787032377763,0.0836203872140758
alpha45_material1,45,1,-0.4975,0.146234081358659,0.144600163133918,0.0829396238833178
alpha45_material1,45,1,-0.495,0.145037599689426,0.143417050121203,0.0822610150480347
alpha45_material1,45,1,-0.4925,0.14384492376712,0.142237700332638,0.0815845647192764
alpha45_material1,45,1,-0.49,0.142656060712855,0.14106212080977,0.0809102769359266
alpha45_material1,45,1,-0.4875,0.14147101769741,0.139890318643258,0.0802381557650383
alpha45_material1,45,1,-0.485,0.140289801941834,0.138722300973467,0.079568205302176
alpha45_material1,45,1,-0.4825,0.13911242071806,0.137558074991078,0.0789004296717631
alpha45_material1,45,1,-0.48,0.137938881349524,0.1363976479377,0.0782348330274358
alpha45_material1,45,1,-0.4775,0.136769191211805,0.135241027106504,0.0775714195524026
alpha45_material1,45,1,-0.475,0.135603357733267,0.134088219842853,0.0769101934598108
alpha45_material1,45,1,-0.4725,0.134441388395717,0.132939233544958,0.0762511589931192
alpha45_material1,45,1,-0.47,0.133283290735075,0.131794075664538,0.0755943204264774
alpha45_material1,45,1,-0.4675,0.132129072342054,0.130652753707492,0.0749396820651119
alpha45_material1,45,1,-0.465,0.130978740862851,0.129515275234586,0.0742872482457194
alpha45_material1,45,1,-0.4625,0.129832303999858,0.128381647862147,0.0736370233368665
alpha45_material1,45,1,-0.46,0.128689769512374,0.12725187926278,0.0729890117393975
alpha45_material1,45,1,-0.4575,0.127551145217341,0.126125977166085,0.0723432178868496
alpha45_material1,45,1,-0.455,0.126416438990088,0.125003949359397,0.0716996462458746
alpha45_material1,45,1,-0.4525,0.125285658765087,0.123885803688535,0.0710583013166701
alpha45_material1,45,1,-0.45,0.124158812536731,0.122771548058566,0.0704191876334174
alpha45_material1,45,1,-0.4475,0.123035908360116,0.121661190434586,0.069782309764728
alpha45_material1,45,1,-0.445,0.121916954351847,0.12055473884251,0.0691476723140988
alpha45_material1,45,1,-0.4425,0.120801958690853,0.119452201369882,0.0685152799203752
alpha45_material1,45,1,-0.44,0.119690929619221,0.118353586166696,0.0678851372582239
alpha45_material1,45,1,-0.4375,0.118583875443044,0.11725890144624,0.0672572490386139
alpha45_material1,45,1,-0.435,0.117480804533286,0.116168155485945,0.0666316200093074
alpha45_material1,45,1,-0.4325,0.116381725326664,0.115081356628265,0.0660082549553594
alpha45_material1,45,1,-0.43,0.115286646326548,0.113998513281555,0.065387158699628
alpha45_material1,45,1,-0.4275,0.114195576103874,0.112919633920989,0.064768336103294
alpha45_material1,45,1,-0.425,0.113108523298081,0.111844727089474,0.0641517920663908
alpha45_material1,45,1,-0.4225,0.112025496618067,0.110773801398599,0.063537531528345
alpha45_material1,45,1,-0.42,0.110946504843153,0.109706865529593,0.0629255594685276
alpha45_material1,45,1,-0.4175,0.109871556824081,0.108643928234305,0.0623158809068162
alpha45_material1,45,1,-0.415,0.108800661484024,0.107584998336207,0.0617085009041688
alpha45_material1,45,1,-0.4125,0.107733827819615,0.106530084731409,0.0611034245632088
alpha45_material1,45,1,-0.41,0.106671064902003,0.105479196389707,0.0605006570288221
alpha45_material1,45,1,-0.4075,0.105612381877927,0.104432342355639,0.0599002034887668
alpha45_material1,45,1,-0.405,0.10455778797081,0.103389531749573,0.0593020691742949
alpha45_material1,45,1,-0.4025,0.103507292481882,0.102350773768813,0.058706259360787
alpha45_material1,45,1,-0.4,0.102460904791321,0.101316077688729,0.0581127793684011
alpha45_material1,45,1,-0.3975,0.101418634359418,0.10028545286391,0.0575216345627335
alpha45_material1,45,1,-0.395,0.100380490727771,0.0992589087293431,0.0569328303554951
alpha45_material1,45,1,-0.3925,0.0993464835205026,0.0982364548016164,0.0563463722052015
alpha45_material1,45,1,-0.39,0.0983166224454992,0.0972181006801478,0.0557622656178776
alpha45_material1,45,1,-0.3875,0.0972909172956833,0.0962038560484405,0.0551805161477779
alpha45_material1,45,1,-0.385,0.0962693779503102,0.0951937306753657,0.0546011293981224
alpha45_material1,45,1,-0.3825,0.0952520143762933,0.0941877344164734,0.054024111021848
alpha45_material1,45,1,-0.38,0.0942388366295586,0.0931858772153318,0.0534494667223771
alpha45_material1,45,1,-0.3775,0.0932298548564297,0.0921881691048966,0.0528772022544027
alpha45_material1,45,1,-0.375,0.092225079295043,0.0911946202089101,0.0523073234246915
alpha45_material1,45,1,-0.3725,0.0912245202767948,0.0902052407433329,0.0517398360929044
alpha45_material1,45,1,-0.37,0.0902281882278212,0.0892200410178067,0.0511747461724358
alpha45_material1,45,1,-0.3675,0.0892360936705116,0.0882390314371509,0.0506120596312721
alpha45_material1,45,1,-0.365,0.0882482472250566,0.0872622225028935,0.0500517824928699
alpha45_material1,45,1,-0.3625,0.0872646596110318,0.0862896248148371,0.0494939208370536
alpha45_material1,45,1,-0.36,0.0862853416490182,0.0853212490726609,0.0489384808009353
alpha45_material1,45,1,-0.3575,0.0853103042622604,0.0843571060775608,0.0483854685798545
alpha45_material1,45,1,-0.355,0.0843395584783639,0.0833972067339275,0.0478348904283412
alpha45_material1,45,1,-0.3525,0.0833731154310324,0.0824415620510644,0.0472867526611013
alpha45_material1,45,1,-0.35,0.0824109863618469,0.0814901831449468,0.0467410616540252
alpha45_material1,45,1,-0.3475,0.081453182622087,0.0805430812400231,0.0461978238452214
alpha45_material1,45,1,-0.345,0.0804997156745964,0.0796002676710591,0.045657045736074
alpha45_material1,45,1,-0.3425,0.0795505970956946,0.0786617538850283,0.0451187338923272
alpha45_material1,45,1,-0.34,0.0786058385771337,0.0777275514430477,0.0445828949451955
alpha45_material1,45,1,-0.3375,0.0776654519281062,0.0767976720223617,0.0440495355925017
alpha45_material1,45,1,-0.335,0.0767294490773001,0.0758721274183755,0.0435186625998429
alpha45_material1,45,1,-0.3325,0.0757978420750073,0.0749509295467395,0.0429902828017866
alpha45_material1,45,1,-0.33,0.0748706430952847,0.0740340904454861,0.0424644031030961
alpha45_material1,45,1,-0.3275,0.0739478644381705,0.0731216222772214,0.0419410304799871
alpha45_material1,45,1,-0.325,0.073029518531957,0.0722135373313725,0.0414201719814178
alpha45_material1,45,1,-0.3225,0.0721156179355227,0.0713098480264938,0.0409018347304107
alpha45_material1,45,1,-0.32,0.0712061753407246,0.0704105669126322,0.0403860259254097
alpha45_material1,45,1,-0.3175,0.070301203574854,0.0695157066737559,0.0398727528416733
alpha45_material1,45,1,-0.315,0.0694007156031565,0.0686252801302456,0.0393620228327032
alpha45_material1,45,1,-0.3125,0.06850472453142,0.0677393002414544,0.0388538433317127
alpha45_material1,45,1,-0.31,0.0676132436086315,0.0668577801083342,0.0383482218531336
alpha45_material1,45,1,-0.3075,0.0667262862297067,0.0659807329761352,0.0378451659941636
alpha45_material1,45,1,-0.305,0.0658438659382934,0.065108172237178,0.0373446834363574
alpha45_material1,45,1,-0.3025,0.064965996429653,0.0642401114337025,0.03684678194726
alpha45_material1,45,1,-0.3,0.0640926915536212,0.0633765642607961,0.0363514693820865
alpha45_material1,45,1,-0.2975,0.0632239653176521,0.0625175445694031,0.0358587536854486
alpha45_material1,45,1,-0.295,0.0623598318899482,0.0616630663694205,0.0353686428931293
alpha45_material1,45,1,-0.2925,0.061500305602679,0.06081314383288,0.0348811451339094
alpha45_material1,45,1,-0.29,0.0606454009552934,0.0599677912972238,0.0343962686314451
alpha45_material1,45,1,-0.2875,0.0597951326179263,0.0591270232686728,0.0339140217062009
alpha45_material1,45,1,-0.285,0.0589495154349062,0.0582908544256952,0.0334344127774387
alpha45_material1,45,1,-0.2825,0.0581085644283651,0.0574592996225763,0.0329574503652651
alpha45_material1,45,1,-0.28,0.0572722948019568,0.0566323738930947,0.0324831430927406
alpha45_material1,45,1,-0.2775,0.0564407219446855,0.0558100924543086,0.032011499688051
alpha45_material1,45,1,-0.275,0.0556138614348518,0.0549924707104574,0.0315425289867452
alpha45_material1,45,1,-0.2725,0.0547917290441175,0.0541795242569813,0.0310762399340411
alpha45_material1,45,1,-0.27,0.0539743407416974,0.0533712688846661,0.0306126415872023
alpha45_material1,45,1,-0.2675,0.0531617126986799,0.0525677205839158,0.0301517431179898
alpha45_material1,45,1,-0.265,0.0523538612924848,0.0517688955491603,0.0296935538151891
alpha45_material1,45,1,-0.2625,0.0515508031114612,0.0509748101834019,0.0292380830872187
alpha45_material1,45,1,-0.26,0.050752554959633,0.050185481102908,0.0287853404648213
alpha45_material1,45,1,-0.2575,0.0499591338615976,0.0494009251420549,0.0283353356038427
alpha45_material1,45,1,-0.255,0.0491705570675845,0.04862115935833,0.0278880782881001
alpha45_material1,45,1,-0.2525,0.0483868420586803,0.0478462010374984,0.0274435784323461
alpha45_material1,45,1,-0.25,0.0476080065522273,0.0470760676989413,0.0270018460853309
alpha45_material1,45,1,-0.2475,0.0468340685074043,0.0463107771011738,0.0265628914329665
alpha45_material1,45,1,-0.245,0.0460650461309956,0.0455503472475503,0.0261267248016
alpha45_material1,45,1,-0.2425,0.0453009578833583,0.0447947963921647,0.0256933566613969
alpha45_material1,45,1,-0.24,0.0445418224845964,0.0440441430459554,0.0252627976298439
alpha45_material1,45,1,-0.2375,0.0437876589209503,0.043298405983024,0.0248350584753721
alpha45_material1,45,1,-0.235,0.043038486451413,0.0425576042471767,0.0244101501211099
alpha45_material1,45,1,-0.2325,0.0422943246145818,0.0418217571587,0.0239880836487687
alpha45_material1,45,1,-0.23,0.0415551932357581,0.0410908843213813,0.0235688703026703
alpha45_material1,45,1,-0.2275,0.0408211124343058,0.0403650056297845,0.0231525214939197
alpha45_material1,45,1,-0.225,0.0400921026312819,0.039644141276796,0.0227390488047334
alpha45_material1,45,1,-0.2225,0.0393681845573509,0.0389283117614501,0.022328463992928
alpha45_material1,45,1,-0.22,0.0386493792609986,0.0382175378970516,0.0219207789965791
alpha45_material1,45,1,-0.2175,0.0379357081170589,0.0375118408196067,0.0215160059388569
alpha45_material1,45,1,-0.215,0.0372271928355698,0.0368112419965804,0.0211141571330497
alpha45_material1,45,1,-0.2125,0.0365238554709748,0.0361157632359954,0.0207152450877823
alpha45_material1,45,1,-0.21,0.0358257184316883,0.0354254266958898,0.020319282512441
alpha45_material1,45,1,-0.2075,0.0351328044900428,0.0347402548941538,0.019926282322816
alpha45_material1,45,1,-0.205,0.0344451367926383,0.0340602707187636,0.0195362576469708
alpha45_material1,45,1,-0.2025,0.0337627388711162,0.0333854974384342,0.0191492218313528
alpha45_material1,45,1,-0.2,0.0330856346533788,0.0327159587137141,0.0187651884471569
alpha45_material1,45,1,-0.1975,0.0324138484752796,0.0320516786085448,0.0183841712969557
alpha45_material1,45,1,-0.195,0.0317474050928107,0.0313926816023123,0.0180061844216122
alpha45_material1,45,1,-0.1925,0.0310863296948146,0.0307389926024163,0.0176312421074889
alpha45_material1,45,1,-0.19,0.0304306479162494,0.0300906369573876,0.017259358893972
alpha45_material1,45,1,-0.1875,0.0297803858520402,0.0294476404705849,0.0168905495813274
alpha45_material1,45,1,-0.185,0.0291355700715505,0.0288100294145038,0.0165248292389082
alpha45_material1,45,1,-0.1825,0.0284962276337091,0.0281778305457356,0.0161622132137345
alpha45_material1,45,1,-0.18,0.027862386102833,0.0275510711206126,0.0158027171394674
alpha45_material1,45,1,-0.1775,0.0272340735651868,0.0269297789115831,0.0154463569458013
alpha45_material1,45,1,-0.175,0.0266113186463255,0.0263139822243599,0.0150931488683002
alpha45_material1,45,1,-0.1725,0.0259941505292678,0.0257037099158909,0.0147431094587046
alpha45_material1,45,1,-0.17,0.0253825989735533,0.0250989914132031,0.0143962555957407
alpha45_material1,45,1,-0.1675,0.0247766943352391,0.0244998567331764,0.0140526044964619
alpha45_material1,45,1,-0.165,0.0241764675878984,0.0239063365033065,0.013712173728158
alpha45_material1,45,1,-0.1625,0.0235819503446856,0.0233184619835244,0.0133749812208704
alpha45_material1,45,1,-0.16,0.0229931748815399,0.0227362650891403,0.0130410452805525
alpha45_material1,45,1,-0.1575,0.0224101741616046,0.0221597784149903,0.0127103846029192
alpha45_material1,45,1,-0.155,0.0218329818609466,0.0215890352608682,0.0123830182880346
alpha45_material1,45,1,-0.1525,0.0212616323956664,0.0210240696583328,0.0120589658556877
alpha45_material1,45,1,-0.15,0.0206961609504979,0.0204649163989884,0.0117382472616139
